sgId	gene	untreated_day15Rep1	untreated_day15Rep2	RigosertibRep1	RigosertibRep2
Gene_Expression=negGNL3L_-_54556569.23-NM_019067	negative_control	509	426	557	416
Gene_Expression=negGNL3L_-_54556824.24-NM_001184819	negative_control	921	990	846	828
Gene_Expression=negGNL3L_-_54556901.24-NM_001184819	negative_control	756	638	419	359
Gene_Expression=negGNL3_+_52719644.24-NM_206825	negative_control	749	788	740	693
Gene_Expression=negGNL3_+_52719695.24-NM_206825	negative_control	1	0	0	1
Gene_Expression=negGNL3_+_52720452.24-NM_206825	negative_control	499	560	559	543
Gene_Expression=negGON4L_+_155827752.25-NM_001282856	negative_control	783	770	802	828
Gene_Expression=negGON4L_-_155826080.23-NM_001282861	negative_control	1286	1361	1249	1360
Gene_Expression=negGRWD1_+_48950054.24-all	negative_control	121	103	122	119
Gene_Expression=negGSPT1_+_12009885.25-NM_001130007	negative_control	523	554	583	548
Gene_Expression=negGSPT1_+_12010313.25-NM_002094	negative_control	414	340	331	328
Gene_Expression=negGSPT1_+_12011059.25-NM_001130007	negative_control	875	1015	838	913
Gene_Expression=negGSPT1_-_12009116.25-NM_002094,NM_001130006	negative_control	1050	1201	1032	1147
Gene_Expression=negGSPT1_-_12009303.24-NM_001130006	negative_control	276	270	230	238
Gene_Expression=negGSPT1_-_12009395.25-NM_001130006	negative_control	426	503	498	533
Gene_Expression=negGSPT1_-_12009452.24-NM_001130006	negative_control	41	31	57	53
Gene_Expression=negGSPT1_-_12009454.24-NM_002094	negative_control	269	212	249	224
Gene_Expression=negGSPT1_-_12010896.21-NM_001130007	negative_control	370	363	423	327
Gene_Expression=negGSPT1_-_12011234.24-NM_001130007	negative_control	541	691	703	610
Gene_Expression=negGTF2F2_-_45695355.25-all	negative_control	561	694	549	511
Gene_Expression=negGTF2H1_+_18343959.22-NM_005316	negative_control	688	620	591	751
Gene_Expression=negGTF2H1_-_18343093.24-NM_001142307	negative_control	760	777	685	811
Gene_Expression=negGTF2H3_+_124117285.23-NM_001271866	negative_control	687	746	819	731
Gene_Expression=negGTF2H3_+_124117448.23-NM_001271867	negative_control	327	343	410	430
Gene_Expression=negGTF2H3_+_124119933.23-NM_001271866	negative_control	349	456	509	336
Gene_Expression=negGTF2H3_+_124120012.22-NM_001271868	negative_control	363	370	362	404
Gene_Expression=negGTF2H3_-_124118859.25-NM_001271867	negative_control	517	486	475	517
Gene_Expression=negGTPBP4_+_1033684.24-all	negative_control	727	828	677	703
Gene_Expression=negGTPBP4_+_1035134.25-all	negative_control	583	586	673	683
Gene_Expression=negGTPBP4_-_1032788.22-all	negative_control	628	761	640	673
Gene_Expression=negGTPBP4_-_1033351.22-all	negative_control	152	152	168	133
Gene_Expression=negHARS_+_140070841.21-NM_001258040	negative_control	502	609	567	643
Gene_Expression=negHARS_+_140071164.23-NM_002109	negative_control	498	581	604	600
Gene_Expression=negHARS_+_140071231.25-NM_001258041	negative_control	553	593	879	854
Gene_Expression=negHARS_-_140072360.21-NM_001258040	negative_control	317	406	465	443
Gene_Expression=negHARS_-_140072526.24-NM_001258040	negative_control	678	643	669	654
Gene_Expression=negHARS_-_140072819.24-NM_002109	negative_control	657	682	680	666
Gene_Expression=negHNRNPC_+_21737572.23-NM_001077443,NM_001077442	negative_control	693	817	717	928
Gene_Expression=negHNRNPC_+_21737631.22-NM_001077443	negative_control	726	911	786	783
Gene_Expression=negHNRNPC_+_21737955.23-NM_004500	negative_control	412	464	460	449
Gene_Expression=negHNRNPC_+_21738646.23-NM_001077443	negative_control	211	212	308	241
Gene_Expression=negHNRNPC_+_21739214.22-NM_031314	negative_control	412	388	552	440
Gene_Expression=negHNRNPC_-_21735882.25-NM_031314	negative_control	399	481	372	482
Gene_Expression=negHNRNPC_-_21738636.25-NM_031314	negative_control	406	414	525	508
Gene_Expression=negHNRNPL_+_39340635.24-NM_001533	negative_control	535	652	639	650
Gene_Expression=negHNRNPL_+_39343955.24-NM_001005335	negative_control	607	729	739	689
Gene_Expression=negHNRNPM_-_8508388.22-NM_005968	negative_control	1098	1074	1150	1196
Gene_Expression=negHSD17B10_+_53460572.25-NM_001037811	negative_control	1180	1068	1071	1014
Gene_Expression=negHSP90AB1_+_44213695.24-NM_001271971	negative_control	330	339	453	474
Gene_Expression=negHSP90AB1_+_44214115.21-NM_001271970,NM_001271971	negative_control	845	850	926	848
Gene_Expression=negHSP90AB1_+_44214191.25-NM_001271971	negative_control	726	711	812	598
Gene_Expression=negHSP90AB1_-_44214014.23-NM_007355	negative_control	511	460	574	574
Gene_Expression=negHSP90AB1_-_44214848.24-NM_001271971	negative_control	266	322	233	217
Gene_Expression=negHSPA8_+_122931695.25-NM_153201	negative_control	1122	1102	1038	1034
Gene_Expression=negHSPA8_-_122933326.25-NM_006597	negative_control	341	380	350	306
Gene_Expression=negHSPA9_-_137912050.25-all	negative_control	224	242	338	263
Gene_Expression=negHSPD1_+_198363514.24-NM_002156	negative_control	722	861	775	736
Gene_Expression=negHSPD1_-_198363420.24-NM_002156	negative_control	802	853	831	803
Gene_Expression=negHSPE1_-_198364418.23-all	negative_control	1241	1365	1458	1304
Gene_Expression=negHSPE1_-_198365048.22-all	negative_control	521	567	309	434
Gene_Expression=negHUWE1_+_53713243.23-all	negative_control	102	90	115	117
Gene_Expression=negHUWE1_+_53713472.24-all	negative_control	906	937	974	978
Gene_Expression=negIARS_+_95054335.25-NM_013417	negative_control	22	29	41	20
Gene_Expression=negIARS_-_95054863.22-NM_013417	negative_control	733	690	1005	663
Gene_Expression=negIL4I1_+_50433168.24-NM_001258017	negative_control	637	635	561	608
Gene_Expression=negIL4I1_-_50431365.23-NM_001258017	negative_control	557	662	542	508
Gene_Expression=negIL4I1_-_50432049.24-NM_172374	negative_control	539	510	444	481
Gene_Expression=negIL4I1_-_50433561.25-NR_047577	negative_control	958	961	846	919
Gene_Expression=negIL4I1_-_50433802.24-NM_172374	negative_control	738	793	658	809
Gene_Expression=negIL4I1_-_50433976.23-NM_001258017	negative_control	1142	1357	1326	1360
Gene_Expression=negIL4I1_-_50434095.24-NR_047577	negative_control	119	103	169	120
Gene_Expression=negILF3_-_10764366.23-NM_153464	negative_control	574	581	589	686
Gene_Expression=negILF3_-_10765424.25-NM_012218	negative_control	468	558	463	536
Gene_Expression=negILF3_-_10765569.24-NM_012218	negative_control	481	529	471	436
Gene_Expression=negIMMT_+_86422625.23-NM_001100170	negative_control	315	406	530	488
Gene_Expression=negIMMT_-_86422523.24-NM_006839	negative_control	391	407	417	397
Gene_Expression=negIMMT_-_86422810.22-NM_006839	negative_control	544	580	740	588
Gene_Expression=negIMMT_-_86423249.25-NM_006839	negative_control	777	849	829	795
Gene_Expression=negINO80_+_41407914.22-NR_104038	negative_control	653	623	934	857
Gene_Expression=negINO80_+_41408871.23-NR_104038	negative_control	590	610	543	589
Gene_Expression=negINO80_-_41408286.25-NM_017553	negative_control	214	238	265	235
Gene_Expression=negINO80_-_41408806.25-NR_104038	negative_control	694	769	693	789
Gene_Expression=negINTS4_-_77705993.24-all	negative_control	237	223	230	218
Gene_Expression=negINTS4_-_77707503.25-all	negative_control	322	307	394	413
Gene_Expression=negIPO11_+_61708410.25-NM_016338	negative_control	43	71	53	71
Gene_Expression=negISCU_-_108957510.24-NM_014301	negative_control	598	501	560	591
Gene_Expression=negKARS_-_75682070.25-NM_001130089	negative_control	492	484	449	549
Gene_Expression=negKPNB1_+_45726914.25-NM_002265	negative_control	465	531	439	441
Gene_Expression=negKPNB1_+_45727364.22-NM_002265	negative_control	165	194	256	212
Gene_Expression=negKPNB1_-_45728625.23-NM_001276453	negative_control	533	476	478	488
Gene_Expression=negLAS1L_+_64756375.22-NM_031206	negative_control	627	683	695	733
Gene_Expression=negLENG1_-_54664061.24-all	negative_control	1216	1306	1187	1188
Gene_Expression=negLENG1_-_54665025.25-all	negative_control	237	300	311	263
Gene_Expression=negLETM1_+_1857202.23-all	negative_control	617	631	654	781
Gene_Expression=negLETM1_-_1858226.25-all	negative_control	417	375	334	366
Gene_Expression=negLIAS_+_39460108.24-NM_001278591	negative_control	990	1066	972	1077
Gene_Expression=negLIAS_+_39460120.24-NM_194451	negative_control	858	843	750	764
Gene_Expression=negLIAS_-_39461522.25-NM_001278590	negative_control	104	103	130	144
Gene_Expression=negLIAS_-_39461654.24-NM_001278591	negative_control	1471	1403	1396	1291
Gene_Expression=negLIN54_-_83931529.25-NM_194282	negative_control	150	128	101	99
Gene_Expression=negLIN54_-_83933591.25-NM_001115008	negative_control	650	732	759	769
Gene_Expression=negLIN54_-_83935811.25-NM_001115007	negative_control	459	753	556	723
Gene_Expression=negLUC7L2_+_139045301.24-NM_001270643	negative_control	439	424	410	452
Gene_Expression=negLUC7L2_-_139025505.22-NM_001244585	negative_control	538	622	590	628
Gene_Expression=negLUC7L2_-_139044475.25-NM_016019	negative_control	101	129	149	115
Gene_Expression=negLUC7L2_-_139045094.24-NM_016019	negative_control	81	78	83	76
Gene_Expression=negLYRM4_+_5261256.25-NM_001164840	negative_control	190	179	156	131
Gene_Expression=negLYRM4_-_5260124.24-NM_001164840	negative_control	433	420	466	369
Gene_Expression=negLYRM4_-_5261311.25-NR_104418	negative_control	599	642	812	887
Gene_Expression=negLYRM4_-_5261376.24-NR_104418	negative_control	833	889	927	829
Gene_Expression=negLYRM4_-_5261416.24-NR_104417	negative_control	770	841	815	732
Gene_Expression=negLYRM4_-_5261437.25-NM_001164840	negative_control	764	1078	971	913
Gene_Expression=negLYRM4_-_5262344.23-NR_104418	negative_control	485	609	702	765
Gene_Expression=negLYRM4_-_5262800.25-NM_001164841	negative_control	601	536	569	629
Gene_Expression=negMARS_-_57880108.25-all	negative_control	251	320	175	287
Gene_Expression=negMARS_-_57880574.24-all	negative_control	321	371	446	425
Gene_Expression=negMATR3_+_138610561.24-NM_001282278	negative_control	1238	1457	1359	1278
Gene_Expression=negMATR3_+_138630175.25-NM_001194955	negative_control	512	468	474	506
Gene_Expression=negMATR3_-_138610089.25-NM_001194954	negative_control	358	333	432	405
Gene_Expression=negMATR3_-_138628317.25-NM_001194956	negative_control	381	536	467	483
Gene_Expression=negMATR3_-_138629297.23-NM_018834	negative_control	310	316	362	374
Gene_Expression=negMATR3_-_138629371.24-NM_001194956	negative_control	353	561	434	402
Gene_Expression=negMATR3_-_138629520.23-NM_018834,NM_001194956	negative_control	819	1039	657	703
Gene_Expression=negMATR3_-_138629898.25-NM_001194955	negative_control	389	511	360	348
Gene_Expression=negMATR3_-_138630713.25-NM_001194955	negative_control	381	365	381	381
Gene_Expression=negMBTPS2_-_21857706.24-all	negative_control	798	821	778	801
Gene_Expression=negMCM3AP_+_47706521.24-all	negative_control	692	606	595	606
Gene_Expression=negMCM3AP_-_47703617.24-all	negative_control	273	351	348	307
Gene_Expression=negMCM6_-_136632689.25-all	negative_control	221	302	309	300
Gene_Expression=negMCM7_+_99698346.25-NM_001278595	negative_control	802	796	904	751
Gene_Expression=negMCM7_+_99698710.23-NM_001278595	negative_control	742	806	1705	1485
Gene_Expression=negMCM7_+_99698845.21-NM_182776	negative_control	549	712	742	687
Gene_Expression=negMDN1_+_90530889.25-all	negative_control	610	593	608	597
Gene_Expression=negMED12_+_70337364.25-all	negative_control	370	392	444	425
Gene_Expression=negMED26_-_16739816.23-all	negative_control	703	724	1001	858
Gene_Expression=negMED4_+_48668631.23-NM_014166	negative_control	474	464	230	194
Gene_Expression=negMED4_+_48669790.25-NM_014166	negative_control	866	898	1111	896
Gene_Expression=negMETTL16_+_2416592.23-all	negative_control	262	353	320	353
Gene_Expression=negMIS12_+_5389515.25-NM_001258217	negative_control	351	310	675	578
Gene_Expression=negMIS12_-_5390036.25-NM_024039	negative_control	488	548	565	591
Gene_Expression=negMRPL32_+_42971830.24-all	negative_control	263	224	286	385
Gene_Expression=negMRPL35_-_86425592.25-NM_145644	negative_control	77	113	79	97
Gene_Expression=negMRPL3_+_131221281.23-all	negative_control	171	192	186	195
Gene_Expression=negMRPL48_+_73499605.25-all	negative_control	159	128	136	121
Gene_Expression=negMRPL48_+_73499739.21-all	negative_control	183	220	218	224
Gene_Expression=negMRPL48_-_73497595.24-all	negative_control	402	445	450	448
Gene_Expression=negMRPS22_-_139061498.24-all	negative_control	480	511	511	537
Gene_Expression=negMTOR_-_11322638.25-all	negative_control	321	322	343	280
Gene_Expression=negMTPAP_+_30638879.24-all	negative_control	163	138	129	199
Gene_Expression=negMTPAP_+_30639393.25-all	negative_control	349	309	344	315
Gene_Expression=negNAA15_+_140223368.24-all	negative_control	469	370	391	405
Gene_Expression=negNAA15_+_140223689.21-all	negative_control	699	756	848	619
Gene_Expression=negNAA15_-_140222926.23-all	negative_control	570	674	661	651
Gene_Expression=negNACA_+_57120548.23-NR_045277	negative_control	532	546	435	629
Gene_Expression=negNACA_+_57120595.23-NR_045277	negative_control	413	567	550	474
Gene_Expression=negNACA_-_57118304.23-NM_001113203	negative_control	1374	1378	1247	1285
Gene_Expression=negNARS2_+_78285749.25-NM_001243251	negative_control	163	195	242	201
Gene_Expression=negNARS2_-_78285507.23-NM_001243251	negative_control	788	855	800	859
Gene_Expression=negNARS_+_55289204.21-all	negative_control	676	653	732	583
Gene_Expression=negNAT10_+_34127594.25-NM_001144030	negative_control	757	782	863	705
Gene_Expression=negNAT10_+_34128634.23-NM_024662	negative_control	1392	1371	1421	1434
Gene_Expression=negNAT10_+_34128650.25-NM_024662	negative_control	309	473	685	623
Gene_Expression=negNBAS_+_15700670.23-NM_015909	negative_control	752	822	813	761
Gene_Expression=negNBAS_+_15701608.25-NM_015909	negative_control	771	817	754	693
Gene_Expression=negNBAS_-_15702113.24-NM_015909	negative_control	618	523	652	592
Gene_Expression=negNBAS_-_15702219.22-NR_052013	negative_control	536	464	614	615
Gene_Expression=negNCAPH_+_97001399.24-NM_001281711	negative_control	736	1013	763	896
Gene_Expression=negNCAPH_+_97001441.24-NM_001281711	negative_control	0	0	0	0
Gene_Expression=negNCAPH_+_97003251.22-NM_001281711	negative_control	598	680	666	820
Gene_Expression=negNFYC_+_41157132.24-NM_001142588	negative_control	56	88	109	80
Gene_Expression=negNFYC_+_41157635.22-NM_001142588	negative_control	766	778	648	576
Gene_Expression=negNFYC_+_41158077.25-NM_001142587,NM_014223	negative_control	871	857	930	866
Gene_Expression=negNFYC_-_41156252.24-NM_001142590	negative_control	879	749	816	920
Gene_Expression=negNFYC_-_41156518.25-NM_001142587	negative_control	822	1013	1117	965
Gene_Expression=negNFYC_-_41157511.25-NM_001142588	negative_control	810	1083	1147	966
Gene_Expression=negNFYC_-_41157552.25-NM_001142588	negative_control	235	162	155	230
Gene_Expression=negNFYC_-_41157890.25-NM_001142588	negative_control	394	362	784	670
Gene_Expression=negNFYC_-_41157987.25-NM_014223	negative_control	292	301	358	434
Gene_Expression=negNHP2L1_+_42083617.25-NM_005008	negative_control	960	956	872	927
Gene_Expression=negNHP2L1_-_42084397.23-NM_001003796	negative_control	593	596	650	556
Gene_Expression=negNIPBL_+_36875473.21-NM_133433	negative_control	616	702	738	673
Gene_Expression=negNIPBL_+_36876045.24-NM_015384	negative_control	268	301	231	285
Gene_Expression=negNIPBL_-_36875258.23-NM_015384	negative_control	489	592	512	568
Gene_Expression=negNIPBL_-_36876100.22-NM_133433	negative_control	188	206	193	267
Gene_Expression=negNIPBL_-_36877629.23-NM_133433	negative_control	930	945	998	1110
Gene_Expression=negNMT1_+_43137391.24-all	negative_control	675	710	662	697
Gene_Expression=negNOL11_-_65714219.23-all	negative_control	427	462	347	410
Gene_Expression=negNOL12_-_38084029.24-all	negative_control	779	887	742	861
Gene_Expression=negNOL12_-_38084126.25-all	negative_control	1397	1345	848	783
Gene_Expression=negNOLC1_-_103910551.24-NM_001284389	negative_control	386	504	566	435
Gene_Expression=negNOLC1_-_103912627.24-NM_004741	negative_control	836	939	957	901
Gene_Expression=negNPAT_-_108093565.24-all	negative_control	480	508	558	510
Gene_Expression=negNRF1_+_129252118.25-NM_005011	negative_control	90	120	530	523
Gene_Expression=negNSRP1_-_28442622.23-NM_001261467	negative_control	573	603	913	707
Gene_Expression=negNUDC_+_27246944.24-all	negative_control	97	128	109	108
Gene_Expression=negNUDC_+_27249619.22-all	negative_control	78	134	109	120
Gene_Expression=negNUDC_+_27249736.22-all	negative_control	935	844	1002	899
Gene_Expression=negNUDC_+_27249872.24-all	negative_control	1201	1601	1283	1459
Gene_Expression=negNUP155_-_37371301.22-NM_004298	negative_control	399	335	413	417
Gene_Expression=negNUP155_-_37371587.25-NM_001278312	negative_control	466	530	434	466
Gene_Expression=negNUP160_-_47869109.25-all	negative_control	559	627	585	552
Gene_Expression=negNUP214_-_134001769.24-all	negative_control	710	675	665	654
Gene_Expression=negNUP54_+_77070996.24-NR_103781	negative_control	787	826	936	967
Gene_Expression=negNUP54_-_77069498.23-NM_001278603	negative_control	178	159	142	191
Gene_Expression=negNUP93_+_56763850.25-NM_014669	negative_control	272	291	290	284
Gene_Expression=negNUP93_+_56764267.25-NM_014669	negative_control	807	868	910	858
Gene_Expression=negNUP98_+_3818488.25-NM_016320	negative_control	755	756	938	866
Gene_Expression=negNUP98_+_3818682.23-NM_016320	negative_control	310	340	384	442
Gene_Expression=negNUP98_-_3817940.25-NM_139132	negative_control	665	732	742	708
Gene_Expression=negNUP98_-_3818670.24-NM_005387	negative_control	733	865	1053	1033
Gene_Expression=negNUP98_-_3819106.25-NM_005387	negative_control	274	363	428	415
Gene_Expression=negNUTF2_-_67881132.24-all	negative_control	787	748	1538	1671
Gene_Expression=negOGDH_+_44645058.25-NM_001003941	negative_control	453	416	398	392
Gene_Expression=negOGDH_+_44646032.23-NM_002541	negative_control	274	330	296	307
Gene_Expression=negOGDH_-_44646226.23-NM_001003941	negative_control	388	434	408	361
Gene_Expression=negOGDH_-_44646364.25-NM_002541	negative_control	636	779	404	320
Gene_Expression=negOGT_+_70753645.25-NM_181672	negative_control	503	545	565	466
Gene_Expression=negOGT_-_70752481.25-NM_181672	negative_control	1526	1635	1514	1601
